date,contract,oi,traders,CL,CS,NL,NS,trCL,trCS,trNL,trNS,c4L,c4S,c8L,c8S,comm_gross,nonc_gross,comm_net,nonc_net,bf_per_contract,oi_bf,CL_bf,CS_bf,NL_bf,NS_bf,comm_gross_bf,nonc_gross_bf,comm_net_bf,nonc_net_bf,y,m
2021-01-05,RANDOM LENGTH LUMBER,2874,38,803,2041,855,299,7,12,14,7,30.0,49.9,41.3,64.5,2844,1154,-1238,556,110000,316140000,88330000,224510000,94050000,32890000,312840000,126940000,-136180000,61160000,2021,1
2021-01-12,RANDOM LENGTH LUMBER,2723,36,744,1905,960,268,9,12,12,6,29.9,52.9,43.3,64.4,2649,1228,-1161,692,110000,299530000,81840000,209550000,105600000,29480000,291390000,135080000,-127710000,76120000,2021,1
2021-01-19,RANDOM LENGTH LUMBER,2699,36,707,1929,941,270,9,12,11,6,28.2,53.2,42.5,65.0,2636,1211,-1222,671,110000,296890000,77770000,212190000,103510000,29700000,289960000,133210000,-134420000,73810000,2021,1
2021-01-26,RANDOM LENGTH LUMBER,2773,36,888,1969,868,278,11,14,11,6,33.5,49.7,44.8,65.7,2857,1146,-1081,590,110000,305030000,97680000,216590000,95480000,30580000,314270000,126060000,-118910000,64900000,2021,1
2021-02-02,RANDOM LENGTH LUMBER,2786,41,891,1838,916,305,10,13,14,7,32.4,44.4,43.6,60.6,2729,1221,-947,611,110000,306460000,98010000,202180000,100760000,33550000,300190000,134310000,-104170000,67210000,2021,2
2021-02-09,RANDOM LENGTH LUMBER,2805,39,959,1916,904,279,11,13,14,6,34.6,46.9,45.2,63.3,2875,1183,-957,625,110000,308550000,105490000,210760000,99440000,30690000,316250000,130130000,-105270000,68750000,2021,2
2021-02-16,RANDOM LENGTH LUMBER,3170,45,1213,2234,936,354,13,16,14,9,35.2,48.3,44.8,62.3,3447,1290,-1021,582,110000,348700000,133430000,245740000,102960000,38940000,379170000,141900000,-112310000,64020000,2021,2
2021-02-23,RANDOM LENGTH LUMBER,3293,46,1359,2293,847,380,14,14,12,9,35.6,50.5,45.2,63.4,3652,1227,-934,467,110000,362230000,149490000,252230000,93170000,41800000,401720000,134970000,-102740000,51370000,2021,2
2021-03-02,RANDOM LENGTH LUMBER,3134,38,1322,2188,698,264,11,14,9,9,40.7,52.8,49.9,64.9,3510,962,-866,434,110000,344740000,145420000,240680000,76780000,29040000,386100000,105820000,-95260000,47740000,2021,3
2021-03-09,RANDOM LENGTH LUMBER,3056,42,1324,2163,687,293,13,14,11,9,38.3,52.5,48.0,64.6,3487,980,-839,394,110000,336160000,145640000,237930000,75570000,32230000,383570000,107800000,-92290000,43340000,2021,3
2021-03-16,RANDOM LENGTH LUMBER,3059,41,1259,2161,664,237,12,14,11,8,37.8,51.9,48.6,64.0,3420,901,-902,427,110000,336490000,138490000,237710000,73040000,26070000,376200000,99110000,-99220000,46970000,2021,3
2021-03-23,RANDOM LENGTH LUMBER,3091,43,1243,2202,726,253,13,13,13,7,33.8,52.6,42.9,66.0,3445,979,-959,473,110000,340010000,136730000,242220000,79860000,27830000,378950000,107690000,-105490000,52030000,2021,3
2021-03-30,RANDOM LENGTH LUMBER,3116,45,1332,2242,662,333,14,14,13,8,31.6,52.1,41.8,65.8,3574,995,-910,329,110000,342760000,146520000,246620000,72820000,36630000,393140000,109450000,-100100000,36190000,2021,3
2021-04-06,RANDOM LENGTH LUMBER,2980,41,1073,2183,677,245,12,12,13,6,27.7,54.1,37.8,67.8,3256,922,-1110,432,110000,327800000,118030000,240130000,74470000,26950000,358160000,101420000,-122100000,47520000,2021,4
2021-04-13,RANDOM LENGTH LUMBER,2814,35,1089,2050,560,130,13,13,11,3,27.6,52.1,38.2,65.0,3139,690,-961,430,110000,309540000,119790000,225500000,61600000,14300000,345290000,75900000,-105710000,47300000,2021,4
2021-04-20,RANDOM LENGTH LUMBER,2824,39,1132,1921,509,262,15,15,11,5,25.5,44.9,35.2,58.0,3053,771,-789,247,110000,310640000,124520000,211310000,55990000,28820000,335830000,84810000,-86790000,27170000,2021,4
2021-04-27,RANDOM LENGTH LUMBER,2684,36,1069,1622,393,308,14,15,9,6,27.3,37.4,37.9,50.6,2691,701,-553,85,110000,295240000,117590000,178420000,43230000,33880000,296010000,77110000,-60830000,9350000,2021,4
2021-05-04,RANDOM LENGTH LUMBER,2539,37,973,1384,409,259,15,14,9,7,27.1,34.1,35.0,47.1,2357,668,-411,150,110000,279290000,107030000,152240000,44990000,28490000,259270000,73480000,-45210000,16500000,2021,5
2021-05-11,RANDOM LENGTH LUMBER,2230,34,757,961,331,295,12,12,8,8,27.5,24.4,36.6,37.3,1718,626,-204,36,110000,245300000,83270000,105710000,36410000,32450000,188980000,68860000,-22440000,3960000,2021,5
2021-05-18,RANDOM LENGTH LUMBER,2211,31,945,1016,257,274,11,12,7,6,34.5,27.4,44.0,42.6,1961,531,-71,-17,110000,243210000,103950000,111760000,28270000,30140000,215710000,58410000,-7810000,-1870000,2021,5
2021-05-25,RANDOM LENGTH LUMBER,2168,29,922,1006,234,224,11,12,5,6,38.1,29.2,47.7,41.5,1928,458,-84,10,110000,238480000,101420000,110660000,25740000,24640000,212080000,50380000,-9240000,1100000,2021,5
2021-06-01,RANDOM LENGTH LUMBER,2259,29,996,999,251,278,11,12,5,6,36.5,28.8,46.7,42.1,1995,529,-3,-27,110000,248490000,109560000,109890000,27610000,30580000,219450000,58190000,-330000,-2970000,2021,6
2021-06-08,RANDOM LENGTH LUMBER,2268,30,870,1064,291,248,11,12,6,5,32.9,30.4,42.4,43.0,1934,539,-194,43,110000,249480000,95700000,117040000,32010000,27280000,212740000,59290000,-21340000,4730000,2021,6
2021-06-15,RANDOM LENGTH LUMBER,2329,32,934,1178,303,248,12,15,6,5,30.5,30.2,43.7,43.4,2112,551,-244,55,110000,256190000,102740000,129580000,33330000,27280000,232320000,60610000,-26840000,6050000,2021,6
2021-06-22,RANDOM LENGTH LUMBER,2067,31,797,969,290,246,12,15,6,4,32.2,29.0,43.0,41.9,1766,536,-172,44,110000,227370000,87670000,106590000,31900000,27060000,194260000,58960000,-18920000,4840000,2021,6
2021-06-29,RANDOM LENGTH LUMBER,2128,29,829,1107,367,162,11,13,9,3,31.3,32.5,43.3,48.0,1936,529,-278,205,110000,234080000,91190000,121770000,40370000,17820000,212960000,58190000,-30580000,22550000,2021,6
2021-07-06,RANDOM LENGTH LUMBER,2236,30,777,1264,333,123,9,11,9,6,27.6,38.1,39.0,52.8,2041,456,-487,210,110000,245960000,85470000,139040000,36630000,13530000,224510000,50160000,-53570000,23100000,2021,7
2021-07-13,RANDOM LENGTH LUMBER,2181,32,771,1017,298,278,8,12,8,7,29.4,29.8,41.1,46.4,1788,576,-246,20,110000,239910000,84810000,111870000,32780000,30580000,196680000,63360000,-27060000,2200000,2021,7
2021-07-20,RANDOM LENGTH LUMBER,2286,38,695,1190,341,331,9,17,7,8,24.0,29.7,37.1,43.6,1885,672,-495,10,110000,251460000,76450000,130900000,37510000,36410000,207350000,73920000,-54450000,1100000,2021,7
2021-07-27,RANDOM LENGTH LUMBER,2126,34,783,1059,235,215,10,12,5,8,26.1,32.5,37.7,44.5,1842,450,-276,20,110000,233860000,86130000,116490000,25850000,23650000,202620000,49500000,-30360000,2200000,2021,7
2021-08-03,RANDOM LENGTH LUMBER,2306,36,893,1127,330,295,12,14,7,7,27.1,31.4,38.5,42.9,2020,625,-234,35,110000,253660000,98230000,123970000,36300000,32450000,222200000,68750000,-25740000,3850000,2021,8
2021-08-10,RANDOM LENGTH LUMBER,2461,39,959,1200,419,333,13,16,7,8,26.2,27.1,38.4,38.5,2159,752,-241,86,110000,270710000,105490000,132000000,46090000,36630000,237490000,82720000,-26510000,9460000,2021,8
2021-08-17,RANDOM LENGTH LUMBER,2600,42,972,1185,442,396,15,15,8,9,23.8,25.0,36.3,36.0,2157,838,-213,46,110000,286000000,106920000,130350000,48620000,43560000,237270000,92180000,-23430000,5060000,2021,8
2021-08-24,RANDOM LENGTH LUMBER,2489,42,910,1220,407,347,14,17,8,8,24.7,24.4,36.3,37.1,2130,754,-310,60,110000,273790000,100100000,134200000,44770000,38170000,234300000,82940000,-34100000,6600000,2021,8
2021-08-31,RANDOM LENGTH LUMBER,2236,37,675,1031,355,352,12,14,8,8,23.0,25.0,35.0,37.0,1706,707,-356,3,110000,245960000,74250000,113410000,39050000,38720000,187660000,77770000,-39160000,330000,2021,8
2021-09-07,RANDOM LENGTH LUMBER,1929,37,687,924,337,305,14,15,8,8,26.1,24.5,39.4,38.7,1611,642,-237,32,110000,212190000,75570000,101640000,37070000,33550000,177210000,70620000,-26070000,3520000,2021,9
2021-09-14,RANDOM LENGTH LUMBER,1756,36,652,835,370,282,12,15,8,7,29.7,23.6,46.2,37.0,1487,652,-183,88,110000,193160000,71720000,91850000,40700000,31020000,163570000,71720000,-20130000,9680000,2021,9
2021-09-21,RANDOM LENGTH LUMBER,1682,35,627,812,387,256,12,13,9,6,30.3,27.3,46.3,43.4,1439,643,-185,131,110000,185020000,68970000,89320000,42570000,28160000,158290000,70730000,-20350000,14410000,2021,9
2021-09-28,RANDOM LENGTH LUMBER,1755,33,647,903,364,226,12,13,8,5,30.0,32.0,45.5,47.7,1550,590,-256,138,110000,193050000,71170000,99330000,40040000,24860000,170500000,64900000,-28160000,15180000,2021,9
2021-10-05,RANDOM LENGTH LUMBER,1780,33,650,932,336,228,12,14,8,5,28.8,32.4,42.6,47.0,1582,564,-282,108,110000,195800000,71500000,102520000,36960000,25080000,174020000,62040000,-31020000,11880000,2021,10
2021-10-12,RANDOM LENGTH LUMBER,1992,33,601,1147,479,193,11,14,10,4,27.6,34.8,40.6,50.2,1748,672,-546,286,110000,219120000,66110000,126170000,52690000,21230000,192280000,73920000,-60060000,31460000,2021,10
2021-10-19,RANDOM LENGTH LUMBER,2039,34,581,1188,557,191,12,12,11,4,24.6,36.7,38.4,52.9,1769,748,-607,366,110000,224290000,63910000,130680000,61270000,21010000,194590000,82280000,-66770000,40260000,2021,10
2021-10-26,RANDOM LENGTH LUMBER,1857,34,579,1089,536,248,11,11,10,5,25.6,39.2,41.2,54.8,1668,784,-510,288,110000,204270000,63690000,119790000,58960000,27280000,183480000,86240000,-56100000,31680000,2021,10
2021-11-02,RANDOM LENGTH LUMBER,1674,29,540,941,393,222,11,10,7,5,32.1,38.2,43.8,52.4,1481,615,-401,171,110000,184140000,59400000,103510000,43230000,24420000,162910000,67650000,-44110000,18810000,2021,11
2021-11-09,RANDOM LENGTH LUMBER,1600,28,542,878,398,242,9,10,7,6,35.4,39.2,48.0,54.2,1420,640,-336,156,110000,176000000,59620000,96580000,43780000,26620000,156200000,70400000,-36960000,17160000,2021,11
2021-11-16,RANDOM LENGTH LUMBER,1619,27,617,829,395,262,9,9,8,5,35.1,38.7,49.6,54.1,1446,657,-212,133,110000,178090000,67870000,91190000,43450000,28820000,159060000,72270000,-23320000,14630000,2021,11
2021-11-23,RANDOM LENGTH LUMBER,1751,32,580,870,438,270,11,9,10,6,30.5,36.6,42.5,51.9,1450,708,-290,168,110000,192610000,63800000,95700000,48180000,29700000,159500000,77880000,-31900000,18480000,2021,11
2021-11-30,RANDOM LENGTH LUMBER,1971,35,631,1124,412,333,11,14,8,8,27.0,32.5,38.8,49.2,1755,745,-493,79,110000,216810000,69410000,123640000,45320000,36630000,193050000,81950000,-54230000,8690000,2021,11
2021-12-07,RANDOM LENGTH LUMBER,2156,38,708,1259,584,405,12,14,11,8,24.3,31.7,36.9,49.4,1967,989,-551,179,110000,237160000,77880000,138490000,64240000,44550000,216370000,108790000,-60610000,19690000,2021,12
2021-12-14,RANDOM LENGTH LUMBER,2240,39,793,1278,524,333,15,15,9,7,24.6,29.5,38.1,44.0,2071,857,-485,191,110000,246400000,87230000,140580000,57640000,36630000,227810000,94270000,-53350000,21010000,2021,12
2021-12-21,RANDOM LENGTH LUMBER,2346,38,773,1175,663,380,13,15,9,8,27.9,28.2,42.0,42.0,1948,1043,-402,283,110000,258060000,85030000,129250000,72930000,41800000,214280000,114730000,-44220000,31130000,2021,12
2021-12-28,RANDOM LENGTH LUMBER,2356,38,718,1182,708,444,11,14,11,8,28.4,28.8,41.8,42.7,1900,1152,-464,264,110000,259160000,78980000,130020000,77880000,48840000,209000000,126720000,-51040000,29040000,2021,12
2022-01-04,RANDOM LENGTH LUMBER,2349,36,652,1239,791,335,9,13,12,7,29.2,29.0,45.5,44.1,1891,1126,-587,456,110000,258390000,71720000,136290000,87010000,36850000,208010000,123860000,-64570000,50160000,2022,1
2022-01-11,RANDOM LENGTH LUMBER,2504,33,696,1280,728,315,10,12,10,6,25.3,31.9,39.7,46.0,1976,1043,-584,413,110000,275440000,76560000,140800000,80080000,34650000,217360000,114730000,-64240000,45430000,2022,1
2022-01-18,RANDOM LENGTH LUMBER,2543,38,769,1352,806,315,13,13,11,6,26.3,32.8,38.5,47.0,2121,1121,-583,491,110000,279730000,84590000,148720000,88660000,34650000,233310000,123310000,-64130000,54010000,2022,1
2022-01-25,RANDOM LENGTH LUMBER,2478,39,681,1314,855,325,14,15,13,6,25.7,33.7,37.9,47.5,1995,1180,-633,530,110000,272580000,74910000,144540000,94050000,35750000,219450000,129800000,-69630000,58300000,2022,1
2022-02-01,RANDOM LENGTH LUMBER,2372,32,772,1340,617,275,11,13,9,5,27.4,35.7,42.5,50.2,2112,892,-568,342,110000,260920000,84920000,147400000,67870000,30250000,232320000,98120000,-62480000,37620000,2022,2
2022-02-08,RANDOM LENGTH LUMBER,2435,33,833,1320,514,386,11,13,9,6,28.2,35.2,41.2,51.1,2153,900,-487,128,110000,267850000,91630000,145200000,56540000,42460000,236830000,99000000,-53570000,14080000,2022,2
2022-02-15,RANDOM LENGTH LUMBER,2659,34,1000,1353,641,420,13,12,9,8,30.8,34.7,44.9,49.2,2353,1061,-353,221,110000,292490000,110000000,148830000,70510000,46200000,258830000,116710000,-38830000,24310000,2022,2
2022-02-22,RANDOM LENGTH LUMBER,2794,35,1064,1464,680,446,13,14,9,7,29.0,33.1,45.2,47.5,2528,1126,-400,234,110000,307340000,117040000,161040000,74800000,49060000,278080000,123860000,-44000000,25740000,2022,2
2022-03-01,RANDOM LENGTH LUMBER,2676,31,858,1386,677,363,9,12,9,7,28.3,32.2,45.6,48.7,2244,1040,-528,314,110000,294360000,94380000,152460000,74470000,39930000,246840000,114400000,-58080000,34540000,2022,3
2022-03-08,RANDOM LENGTH LUMBER,2429,34,811,1304,797,378,11,12,10,7,29.2,33.6,48.0,49.9,2115,1175,-493,419,110000,267190000,89210000,143440000,87670000,41580000,232650000,129250000,-54230000,46090000,2022,3
2022-03-15,RANDOM LENGTH LUMBER,2423,33,925,1369,720,387,13,11,9,7,28.8,40.9,48.5,58.1,2294,1107,-444,333,110000,266530000,101750000,150590000,79200000,42570000,252340000,121770000,-48840000,36630000,2022,3
2022-03-22,RANDOM LENGTH LUMBER,2591,32,979,1505,724,398,12,11,8,7,28.4,42.1,45.3,59.5,2484,1122,-526,326,110000,285010000,107690000,165550000,79640000,43780000,273240000,123420000,-57860000,35860000,2022,3
2022-03-29,RANDOM LENGTH LUMBER,2693,33,1095,1664,704,398,13,12,8,7,28.6,46.0,45.2,62.7,2759,1102,-569,306,110000,296230000,120450000,183040000,77440000,43780000,303490000,121220000,-62590000,33660000,2022,3
2022-04-05,RANDOM LENGTH LUMBER,2707,32,1090,1657,678,393,12,11,8,7,29.5,45.8,45.1,62.1,2747,1071,-567,285,110000,297770000,119900000,182270000,74580000,43230000,302170000,117810000,-62370000,31350000,2022,4
2022-04-12,RANDOM LENGTH LUMBER,2764,33,1335,1717,589,418,13,11,8,7,32.7,46.3,50.1,63.1,3052,1007,-382,171,110000,304040000,146850000,188870000,64790000,45980000,335720000,110770000,-42020000,18810000,2022,4
2022-04-19,RANDOM LENGTH LUMBER,2803,31,1450,1751,534,429,13,10,7,7,34.7,48.3,51.8,65.1,3201,963,-301,105,110000,308330000,159500000,192610000,58740000,47190000,352110000,105930000,-33110000,11550000,2022,4
2022-04-26,RANDOM LENGTH LUMBER,2781,30,1430,1694,515,393,13,10,7,6,36.4,50.3,51.2,65.0,3124,908,-264,122,110000,305910000,157300000,186340000,56650000,43230000,343640000,99880000,-29040000,13420000,2022,4
2022-05-03,RANDOM LENGTH LUMBER,2662,32,1331,1631,603,365,15,11,8,5,37.1,47.8,51.9,62.0,2962,968,-300,238,110000,292820000,146410000,179410000,66330000,40150000,325820000,106480000,-33000000,26180000,2022,5
2022-05-10,RANDOM LENGTH LUMBER,2418,32,1238,1418,475,397,13,13,5,8,38.0,42.8,54.3,58.0,2656,872,-180,78,110000,265980000,136180000,155980000,52250000,43670000,292160000,95920000,-19800000,8580000,2022,5
2022-05-17,RANDOM LENGTH LUMBER,2278,33,1223,1203,452,416,11,12,5,10,41.8,39.7,59.3,52.8,2426,868,20,36,110000,250580000,134530000,132330000,49720000,45760000,266860000,95480000,2200000,3960000,2022,5
2022-05-24,RANDOM LENGTH LUMBER,2327,35,1310,1092,419,574,11,12,6,11,42.8,35.2,61.3,48.6,2402,993,218,-155,110000,255970000,144100000,120120000,46090000,63140000,264220000,109230000,23980000,-17050000,2022,5
2022-05-31,RANDOM LENGTH LUMBER,2230,36,1087,925,425,600,11,13,6,12,37.9,29.2,56.9,42.6,2012,1025,162,-175,110000,245300000,119570000,101750000,46750000,66000000,221320000,112750000,17820000,-19250000,2022,5
2022-06-07,RANDOM LENGTH LUMBER,2277,35,936,784,441,573,11,11,6,13,37.1,24.4,52.1,37.4,1720,1014,152,-132,110000,250470000,102960000,86240000,48510000,63030000,189200000,111540000,16720000,-14520000,2022,6
2022-06-14,RANDOM LENGTH LUMBER,2326,35,966,837,408,566,12,12,6,11,36.8,24.4,51.2,37.3,1803,974,129,-158,110000,255860000,106260000,92070000,44880000,62260000,198330000,107140000,14190000,-17380000,2022,6
2022-06-21,RANDOM LENGTH LUMBER,2385,34,1109,896,421,742,14,14,6,11,38.2,30.8,52.7,44.9,2005,1163,213,-321,110000,262350000,121990000,98560000,46310000,81620000,220550000,127930000,23430000,-35310000,2022,6
2022-06-28,RANDOM LENGTH LUMBER,2420,39,1142,905,442,788,13,15,6,13,42.7,27.8,56.6,42.0,2047,1230,237,-346,110000,266200000,125620000,99550000,48620000,86680000,225170000,135300000,26070000,-38060000,2022,6
2022-07-05,RANDOM LENGTH LUMBER,2215,32,1026,940,488,635,10,11,5,11,45.2,33.3,62.0,48.1,1966,1123,86,-147,110000,243650000,112860000,103400000,53680000,69850000,216260000,123530000,9460000,-16170000,2022,7
2022-07-12,RANDOM LENGTH LUMBER,2027,28,822,873,504,419,10,11,6,7,41.5,29.2,59.0,46.2,1695,923,-51,85,110000,222970000,90420000,96030000,55440000,46090000,186450000,101530000,-5610000,9350000,2022,7
2022-07-19,RANDOM LENGTH LUMBER,1887,30,753,668,470,435,9,12,6,7,41.5,24.3,58.3,39.9,1421,905,85,35,110000,207570000,82830000,73480000,51700000,47850000,156310000,99550000,9350000,3850000,2022,7
2022-07-26,RANDOM LENGTH LUMBER,1915,34,843,387,449,692,10,8,7,11,42.5,22.8,57.8,35.1,1230,1141,456,-243,110000,210650000,92730000,42570000,49390000,76120000,135300000,125510000,50160000,-26730000,2022,7
2022-08-02,RANDOM LENGTH LUMBER,2338,34,1033,224,338,1112,10,5,7,15,38.9,26.6,53.3,39.6,1257,1450,809,-774,110000,257180000,113630000,24640000,37180000,122320000,138270000,159500000,88990000,-85140000,2022,8
2022-08-09,RANDOM LENGTH LUMBER,2702,39,1310,241,275,1429,12,9,5,17,38.9,30.8,53.7,44.3,1551,1704,1069,-1154,110000,297220000,144100000,26510000,30250000,157190000,170610000,187440000,117590000,-126940000,2022,8
2022-08-16,RANDOM LENGTH LUMBER,2315,36,1115,296,289,1167,15,11,3,16,36.1,33.2,50.3,44.1,1411,1456,819,-878,110000,254650000,122650000,32560000,31790000,128370000,155210000,160160000,90090000,-96580000,2022,8
2022-08-23,RANDOM LENGTH LUMBER,2342,37,1093,218,344,1430,13,9,7,15,33.7,37.3,49.1,50.6,1311,1774,875,-1086,110000,257620000,120230000,23980000,37840000,157300000,144210000,195140000,96250000,-119460000,2022,8
2022-08-30,RANDOM LENGTH LUMBER,2376,32,1084,134,326,1594,11,5,5,15,37.9,41.6,51.7,56.1,1218,1920,950,-1268,110000,261360000,119240000,14740000,35860000,175340000,133980000,211200000,104500000,-139480000,2022,8
2022-09-06,RANDOM LENGTH LUMBER,2542,36,1283,102,375,1664,12,4,5,16,38.2,39.9,52.3,53.5,1385,2039,1181,-1289,110000,279620000,141130000,11220000,41250000,183040000,152350000,224290000,129910000,-141790000,2022,9
2022-09-13,RANDOM LENGTH LUMBER,2177,37,1078,256,396,1446,12,7,5,17,40.6,42.7,54.3,56.0,1334,1842,822,-1050,110000,239470000,118580000,28160000,43560000,159060000,146740000,202620000,90420000,-115500000,2022,9
2022-09-20,RANDOM LENGTH LUMBER,2179,36,1064,237,405,1361,11,8,5,17,40.6,39.1,53.6,51.2,1301,1766,827,-956,110000,239690000,117040000,26070000,44550000,149710000,143110000,194260000,90970000,-105160000,2022,9
2022-09-27,RANDOM LENGTH LUMBER,2611,35,1221,124,487,1704,12,8,6,15,39.7,38.1,54.9,53.2,1345,2191,1097,-1217,110000,287210000,134310000,13640000,53570000,187440000,147950000,241010000,120670000,-133870000,2022,9
2022-10-04,RANDOM LENGTH LUMBER,2934,39,1382,179,313,1758,14,10,8,13,36.6,38.2,49.0,54.2,1561,2071,1203,-1445,110000,322740000,152020000,19690000,34430000,193380000,171710000,227810000,132330000,-158950000,2022,10
2022-10-11,RANDOM LENGTH LUMBER,2813,37,1384,228,286,1647,14,10,7,14,38.5,37.6,51.2,52.8,1612,1933,1156,-1361,110000,309430000,152240000,25080000,31460000,181170000,177320000,212630000,127160000,-149710000,2022,10
2022-10-18,RANDOM LENGTH LUMBER,2500,38,1188,369,381,1291,14,14,6,13,40.1,36.0,52.2,48.7,1557,1672,819,-910,110000,275000000,130680000,40590000,41910000,142010000,171270000,183920000,90090000,-100100000,2022,10
2022-10-25,RANDOM LENGTH LUMBER,2258,35,971,613,651,924,14,15,8,9,39.7,35.3,53.7,49.3,1584,1575,358,-273,110000,248380000,106810000,67430000,71610000,101640000,174240000,173250000,39380000,-30030000,2022,10
2022-11-01,RANDOM LENGTH LUMBER,1923,23,821,281,409,800,10,8,5,7,37.7,37.8,52.6,50.8,1102,1209,540,-391,110000,211530000,90310000,30910000,44990000,88000000,121220000,132990000,59400000,-43010000,2022,11
2022-11-08,RANDOM LENGTH LUMBER,2067,31,915,106,272,1328,11,7,4,15,35.6,39.2,47.7,53.3,1021,1600,809,-1056,110000,227370000,100650000,11660000,29920000,146080000,112310000,176000000,88990000,-116160000,2022,11
2022-11-15,RANDOM LENGTH LUMBER,2387,33,1174,63,263,1562,13,4,5,14,34.3,40.8,47.6,55.1,1237,1825,1111,-1299,110000,262570000,129140000,6930000,28930000,171820000,136070000,200750000,122210000,-142890000,2022,11
2022-11-22,RANDOM LENGTH LUMBER,2364,34,1184,196,314,1455,13,7,6,13,36.0,40.6,50.1,53.6,1380,1769,988,-1141,110000,260040000,130240000,21560000,34540000,160050000,151800000,194590000,108680000,-125510000,2022,11
2022-11-29,RANDOM LENGTH LUMBER,2568,28,1195,123,301,1541,9,5,5,13,37.9,38.8,52.1,51.6,1318,1842,1072,-1240,110000,282480000,131450000,13530000,33110000,169510000,144980000,202620000,117920000,-136400000,2022,11
2022-12-06,RANDOM LENGTH LUMBER,2999,31,1296,185,298,1667,9,6,5,14,35.6,33.1,49.1,49.8,1481,1965,1111,-1369,110000,329890000,142560000,20350000,32780000,183370000,162910000,216150000,122210000,-150590000,2022,12
2022-12-13,RANDOM LENGTH LUMBER,2910,37,1258,299,373,1587,11,9,7,14,33.9,34.1,47.8,49.1,1557,1960,959,-1214,110000,320100000,138380000,32890000,41030000,174570000,171270000,215600000,105490000,-133540000,2022,12
2022-12-20,RANDOM LENGTH LUMBER,2942,39,1300,164,378,1844,13,10,7,15,33.4,35.4,45.2,51.9,1464,2222,1136,-1466,110000,323620000,143000000,18040000,41580000,202840000,161040000,244420000,124960000,-161260000,2022,12
2022-12-27,RANDOM LENGTH LUMBER,3090,41,1306,194,449,1895,14,9,7,16,29.8,33.1,42.9,50.2,1500,2344,1112,-1446,110000,339900000,143660000,21340000,49390000,208450000,165000000,257840000,122320000,-159060000,2022,12
2023-01-03,RANDOM LENGTH LUMBER,3061,36,1295,204,444,1857,12,7,6,15,31.3,33.7,43.6,49.8,1499,2301,1091,-1413,110000,336710000,142450000,22440000,48840000,204270000,164890000,253110000,120010000,-155430000,2023,1
2023-01-10,RANDOM LENGTH LUMBER,3182,44,1359,202,496,2077,12,7,7,20,31.0,34.4,42.9,51.2,1561,2573,1157,-1581,110000,350020000,149490000,22220000,54560000,228470000,171710000,283030000,127270000,-173910000,2023,1
2023-01-17,RANDOM LENGTH LUMBER,2826,44,1088,513,557,1356,12,12,9,16,32.3,30.2,43.8,43.3,1601,1913,575,-799,110000,310860000,119680000,56430000,61270000,149160000,176110000,210430000,63250000,-87890000,2023,1
2023-01-24,RANDOM LENGTH LUMBER,2556,45,1034,599,598,1056,14,14,11,13,33.6,29.1,44.0,42.6,1633,1654,435,-458,110000,281160000,113740000,65890000,65780000,116160000,179630000,181940000,47850000,-50380000,2023,1
2023-01-31,RANDOM LENGTH LUMBER,2304,39,758,829,684,720,11,15,9,12,37.8,28.7,48.1,41.4,1587,1404,-71,-36,110000,253440000,83380000,91190000,75240000,79200000,174570000,154440000,-7810000,-3960000,2023,1
2023-02-07,RANDOM LENGTH LUMBER,2098,35,666,1095,690,359,8,16,9,8,43.2,33.2,53.2,44.7,1761,1049,-429,331,110000,230780000,73260000,120450000,75900000,39490000,193710000,115390000,-47190000,36410000,2023,2
2023-02-14,RANDOM LENGTH LUMBER,1969,31,654,727,451,610,7,10,8,12,39.5,36.6,49.4,49.4,1381,1061,-73,-159,110000,216590000,71940000,79970000,49610000,67100000,151910000,116710000,-8030000,-17490000,2023,2
2023-02-21,LUMBER,1029,22,108,754,508,81,6,11,5,4,48.3,49.4,61.0,69.4,862,589,-646,427,27500,28297500,2970000,20735000,13970000,2227500,23705000,16197500,-17765000,11742500,2023,2
2023-02-21,RANDOM LENGTH LUMBER,2154,34,947,512,275,1121,10,7,7,14,33.3,33.3,43.1,51.3,1459,1396,435,-846,110000,236940000,104170000,56320000,30250000,123310000,160490000,153560000,47850000,-93060000,2023,2
2023-02-28,RANDOM LENGTH LUMBER,2272,31,1080,520,174,1333,9,7,4,15,37.2,38.5,48.8,59.4,1600,1507,560,-1159,110000,249920000,118800000,57200000,19140000,146630000,176000000,165770000,61600000,-127490000,2023,2
2023-03-07,RANDOM LENGTH LUMBER,1996,32,1062,245,164,1363,9,6,4,15,42.3,38.7,52.4,58.2,1307,1527,817,-1199,110000,219560000,116820000,26950000,18040000,149930000,143770000,167970000,89870000,-131890000,2023,3
2023-03-14,LUMBER,1502,20,201,1085,820,102,7,9,6,2,56.5,54.7,68.3,75.9,1286,922,-884,718,27500,41305000,5527500,29837500,22550000,2805000,35365000,25355000,-24310000,19745000,2023,3
2023-03-14,RANDOM LENGTH LUMBER,1863,32,1120,194,157,1243,9,4,5,15,49.3,35.1,58.2,55.2,1314,1400,926,-1086,110000,204930000,123200000,21340000,17270000,136730000,144540000,154000000,101860000,-119460000,2023,3
2023-03-21,LUMBER,1674,22,355,1244,842,142,8,10,8,2,51.8,59.4,66.6,79.6,1599,984,-889,700,27500,46035000,9762500,34210000,23155000,3905000,43972500,27060000,-24447500,19250000,2023,3
